Longitude,Latitude,Elevation
-84.55843103440,31.46543832980,199.770341
-84.55844038260,31.46546613540,200.030183
-84.55844901430,31.46549313010,200.183727
-84.55845859840,31.46552173740,200.230971
-84.55846837330,31.46555040340,200.423228
-84.55847851580,31.46557973610,200.417760
-84.55848928940,31.46560946580,200.482283
-84.55849900810,31.46563659120,200.517060
-84.55850996550,31.46566665430,200.474081
-84.55852028400,31.46569414860,200.381397
-84.55853027700,31.46572182910,200.314960
-84.55854036550,31.46574953890,200.223097
-84.55854978220,31.46577718090,200.206693
-84.55855954940,31.46580491210,200.170603
-84.55856945260,31.46583234350,200.073819
-84.55857941000,31.46586016070,200.022145
-84.55858987740,31.46588809770,200.008202
-84.55860016540,31.46591553640,199.973753
-84.55861057660,31.46594317000,199.926181
-84.55862110880,31.46597108070,199.890092
-84.55863218530,31.46599902930,199.803149
-84.55864307590,31.46602672700,199.711286
-84.55865378200,31.46605411870,199.519357
-84.55866433220,31.46608134260,199.555446
-84.55867493500,31.46610900730,199.571850
-84.55868525720,31.46613636420,199.450459
-84.55869565980,31.46616432740,199.484908
-84.55870572270,31.46619178930,199.455380
-84.55871553700,31.46621894410,199.427493
-84.55872555790,31.46624679010,199.394685
-84.55873586800,31.46627461410,199.486548
-84.55874557690,31.46630212420,199.308563
-84.55875532210,31.46632947010,199.263451
-84.55876522050,31.46635709380,199.231463
-84.55877439010,31.46638437360,199.183071
-84.55878422230,31.46641207850,199.227362
-84.55879428020,31.46643973280,199.273294
-84.55880425410,31.46646691810,199.228182
-84.55881435270,31.46649424320,199.258530
-84.55882396260,31.46652186140,199.239665
-84.55883362590,31.46654989300,199.235564
-84.55884262890,31.46657741710,199.191273
-84.55885179790,31.46660472440,199.189632
-84.55886148410,31.46663187670,199.247047
-84.55887072150,31.46665902050,199.248687
-84.55888038980,31.46668685970,199.269193
-84.55888925530,31.46671473850,199.315945
-84.55889816290,31.46674223330,199.375000
-84.55890713030,31.46676989420,199.401246
-84.55891660350,31.46679783960,199.427493
-84.55892653750,31.46682532650,199.397966
-84.55893605490,31.46685280550,199.511975
-84.55894573040,31.46688036990,199.565288
-84.55895564170,31.46690749900,199.511975
-84.55896557800,31.46693490350,199.601378
-84.55897515450,31.46696257600,199.589895
-84.55898508220,31.46699031030,199.548884
-84.55899524920,31.46701747180,199.626804
-84.55900567920,31.46704439090,199.598097
-84.55901673880,31.46707176190,199.673556
-84.55902734970,31.46709912430,199.666994
-84.55903817850,31.46712673830,199.716207
-84.55904856150,31.46715423380,199.653871
-84.55905846360,31.46718172010,199.633366
-84.55906862640,31.46720904650,199.653871
-84.55907896730,31.46723692600,199.632546
-84.55908932820,31.46726403620,199.625984
-84.55909947610,31.46729070260,199.607119
-84.55910961050,31.46731789090,199.688320
-84.55911924480,31.46734457490,199.692421
-84.55912854850,31.46737163740,199.755577
-84.55913766920,31.46739833910,199.810531
-84.55914670940,31.46742567140,199.804790
-84.55915598120,31.46745273330,199.834317
-84.55916522730,31.46747954740,199.778543
-84.55917491650,31.46750658970,199.872047
-84.55918428220,31.46753373590,199.973753
-84.55919310660,31.46756073430,200.025426
-84.55920244680,31.46758763260,200.045931
-84.55921248640,31.46761476410,200.171424
-84.55922304040,31.46764185050,200.173884
-84.55923357310,31.46766852420,200.294455
-84.55924371540,31.46769541030,200.385498
-84.55925330990,31.46772239590,200.425689
-84.55926265070,31.46774926670,200.480643
-84.55927237350,31.46777625480,200.589731
-84.55928215100,31.46780360120,200.687336
-84.55929166650,31.46782992560,200.767716
-84.55930114130,31.46785657900,200.853018
-84.55931085830,31.46788378690,200.985072
-84.55932096500,31.46791080980,201.100722
-84.55933120350,31.46793769770,201.116306
-84.55934108580,31.46796471630,201.107283
-84.55935055640,31.46799153460,201.176181
-84.55935976200,31.46801867770,201.297572
-84.55936902100,31.46804623410,201.323819
-84.55937808130,31.46807403420,201.412401
-84.55938695850,31.46810147340,201.436187
-84.55939640620,31.46812917090,201.414042
-84.55940565670,31.46815705700,201.295932
-84.55941557680,31.46818509350,201.386155
-84.55942618290,31.46821264820,201.376312
-84.55943633160,31.46824052400,201.350065
-84.55944655520,31.46826798900,201.346785
-84.55945674030,31.46829570060,201.256561
-84.55946730230,31.46832372180,201.217191
-84.55947742180,31.46835148710,201.130249
-84.55948760770,31.46837917120,201.106463
-84.55949734400,31.46840687420,201.038386
-84.55950710170,31.46843499000,201.043307
-84.55951689150,31.46846310640,200.943241
-84.55952658870,31.46849108350,200.935859
-84.55953648320,31.46851887210,200.913714
-84.55954660350,31.46854660990,200.863681
-84.55955714410,31.46857421830,200.784120
-84.55956721600,31.46860258750,200.635662
-84.55957719670,31.46863076250,200.505249
-84.55958679060,31.46865901260,200.445374
-84.55959649350,31.46868677000,200.278871
-84.55960653700,31.46871500110,200.301017
-84.55961661170,31.46874326040,200.272309
-84.55962640300,31.46877132180,200.191929
-84.55963680050,31.46879950480,200.168963
-84.55964717510,31.46882733000,200.079560
-84.55965713240,31.46885517470,199.988517
-84.55966733680,31.46888338140,199.925361
-84.55967789680,31.46891148500,199.909777
-84.55968817530,31.46893930840,199.804790
-84.55969858420,31.46896705170,199.711286
-84.55970859280,31.46899539220,199.602198
-84.55971857430,31.46902353970,199.524278
-84.55972839980,31.46905151930,199.464403
-84.55973838490,31.46907952940,199.356955
-84.55974841200,31.46910715550,199.250328
-84.55975833300,31.46913516450,199.187992
-84.55976849760,31.46916367280,199.094488
-84.55977860380,31.46919196020,198.871391
-84.55978872280,31.46921975300,198.783628
-84.55979890240,31.46924768440,198.661417
-84.55980900860,31.46927597170,198.563812
-84.55981954150,31.46930388240,198.549869
-84.55982968690,31.46933189560,198.441601
-84.55983995630,31.46936007610,198.326771
-84.55984982110,31.46938778150,198.192257
-84.55985949350,31.46941548330,198.116798
-84.55986933970,31.46944390310,198.103674
-84.55987941600,31.46947210740,197.977362
-84.55988930570,31.46950008820,197.855151
-84.55989919470,31.46952809650,197.746063
-84.55990950190,31.46955605780,197.598425
-84.55991967440,31.46958426400,197.544291
-84.55992966180,31.46961219170,197.475393
-84.55993980010,31.46964047960,197.398294
-84.55994954380,31.46966790790,197.273622
-84.55995952900,31.46969591800,197.285105
-84.55996979630,31.46972418090,197.243274
-84.55997993970,31.46975227650,197.084974
-84.55998996980,31.46977979270,197.026739
-84.56000005610,31.46980761240,196.986548
-84.56001029280,31.46983581970,196.912729
-84.56002043410,31.46986399780,196.853674
-84.56003070780,31.46989201340,196.796260
-84.56004088540,31.46992002720,196.669947
-84.56005081860,31.46994756900,196.625656
-84.56006103470,31.46997533620,196.630577
-84.56007137830,31.47000313320,196.683891
-84.56008216430,31.47003118610,196.665026
-84.56009263900,31.47005887570,196.603510
-84.56010320980,31.47008656720,196.541995
-84.56011409270,31.47011459450,196.436187
-84.56012487940,31.47014261990,196.332021
-84.56013519240,31.47017036140,196.283628
-84.56014576330,31.47019805280,196.264764
-84.56015621160,31.47022552200,196.211450
-84.56016717720,31.47025283620,196.141732
-84.56017788560,31.47028017290,196.085958
-84.56018835320,31.47030813720,196.081037
-84.56019819100,31.47033564970,195.911253
-84.56020779530,31.47036351510,195.864501
-84.56021720360,31.47039151420,195.797244
-84.56022688830,31.47041874880,195.661089
-84.56023635720,31.47044564950,195.496227
-84.56024585030,31.47047285300,195.418307
-84.56025574530,31.47049940450,195.280512
-84.56026588950,31.47052623560,195.188648
-84.56027623040,31.47055290550,195.037729
-84.56028592870,31.47057961810,194.868766
-84.56029579230,31.47060614150,194.835958
-84.56030549780,31.47063257930,194.757218
-84.56031586280,31.47066078910,194.578740
-84.56032527120,31.47068755120,194.412729
-84.56033557150,31.47071578720,194.392498
-84.56034545860,31.47074264090,194.236658
-84.56035513630,31.47076891330,194.203849
-84.56036449060,31.47079652650,194.053149
-84.56037146480,31.47082439660,194.024497
-84.56037237310,31.47085242560,193.912729
-84.56036379170,31.47087906360,193.835848
-84.56034558760,31.47090326360,193.725065
-84.56031927820,31.47092093110,193.683727
-84.56028810410,31.47093201810,193.634350
-84.56025539130,31.47094060160,193.532152
-84.56022251260,31.47094940190,193.560531
-84.56018928120,31.47095819540,193.569554
-84.56015590230,31.47096772830,193.627515
-84.56012298930,31.47097661040,193.439140
-84.56009016530,31.47098576900,193.400044
-84.56005683270,31.47099475300,193.479331
-84.56002355570,31.47100406790,193.327865
-84.55999053580,31.47101336020,193.216043
-84.55995701440,31.47102220310,193.191163
-84.55992358850,31.47103107530,193.079068
-84.55989012830,31.47104002930,192.921041
-84.55985650000,31.47104928250,192.753445
-84.55982299780,31.47105862050,192.542651
-84.55978971580,31.47106812770,192.392552
-84.55975649560,31.47107771850,192.325022
-84.55972320780,31.47108744540,192.226870
-84.55968987580,31.47109763890,192.066929
-84.55965699050,31.47110792330,191.852854
-84.55962384230,31.47111845010,191.795713
-84.55959108230,31.47112884680,191.647802
-84.55955826890,31.47113883020,191.478565
-84.55952526890,31.47114859010,191.389436
-84.55949237360,31.47115802210,191.150481
-84.55945959860,31.47116775880,191.055610
-84.55942697470,31.47117785570,191.031277
-84.55939351160,31.47118815650,190.837434
-84.55936049220,31.47119865820,190.670385
-84.55932802070,31.47120906040,190.593012
-84.55929468870,31.47121925370,190.576334
-84.55926241590,31.47122941230,190.397802
-84.55922987310,31.47124008800,190.295275
-84.55919746430,31.47125054640,190.195210
-84.55916482740,31.47126113780,190.153106
-84.55913238010,31.47127184280,190.003281
-84.55909998690,31.47128293370,190.090770
-84.55906756440,31.47129391400,189.906496
-84.55903485130,31.47130497130,189.771435
-84.55900235830,31.47131619760,189.680938
-84.55896938160,31.47132752470,189.601925
-84.55893723200,31.47133911500,189.506233
-84.55890507730,31.47135089760,189.430227
-84.55887304380,31.47136295750,189.321686
-84.55884082140,31.47137487620,189.294619
-84.55880860550,31.47138654770,189.283136
-84.55877595150,31.47139779840,189.277121
-84.55874344420,31.47140833720,189.393865
-84.55871127750,31.47141811280,189.525372
-84.55867818890,31.47142756840,189.638287
-84.55864494370,31.47143688360,189.692694
-84.55861141420,31.47144602830,189.681758
-84.55857812470,31.47145580990,189.616142
-84.55854547430,31.47146568620,189.566929
-84.55851265140,31.47147478950,189.595363
-84.55848049620,31.47148165140,189.607939
-84.55844687780,31.47148804540,189.471785
-84.55841267310,31.47149231160,189.438156
-84.55837893110,31.47149111620,189.274934
-84.55834707160,31.47148165510,189.235564
-84.55832241890,31.47146392010,189.251312
-84.55830641710,31.47143912100,189.429954
-84.55829935100,31.47140987460,189.343832
-84.55830156290,31.47138152050,189.000984
-84.55831228770,31.47135387900,189.098425
-84.55832856050,31.47132749820,189.154363
-84.55834616820,31.47130405680,189.201936
-84.55836738840,31.47127983240,189.060367
-84.55838971340,31.47125752590,188.891896
-84.55841339690,31.47123601500,188.954068
-84.55843827860,31.47121529680,188.891896
-84.55846513200,31.47119645810,188.786089
-84.55849286580,31.47117953290,188.745899
-84.55852162050,31.47116281980,188.609471
-84.55854971190,31.47114570910,188.497375
-84.55857613700,31.47112977600,188.354659
-84.55860246170,31.47111276890,188.194444
-84.55862723780,31.47109488000,188.075787
-84.55865053150,31.47107355410,188.053993
-84.55866953020,31.47105088150,188.113517
-84.55868390790,31.47102583890,188.151481
-84.55869329330,31.47099913390,188.216535
-84.55869694550,31.47097088970,188.204912
-84.55869538450,31.47094331550,188.298884
-84.55868838580,31.47091640710,188.519794
-84.55868019390,31.47088851360,188.607283
-84.55867049320,31.47086067380,188.612205
-84.55865971610,31.47083352810,188.521161
-84.55864861130,31.47080665100,188.449256
-84.55863720020,31.47078045530,188.389928
-84.55862395530,31.47075447190,188.333880
-84.55860872370,31.47072718600,188.398950
-84.55859461760,31.47070225820,188.411253
-84.55857812160,31.47067549790,188.486220
-84.55856111030,31.47065128420,188.608924
-84.55854287310,31.47062858650,188.634514
-84.55852259980,31.47060648210,188.723753
-84.55850088600,31.47058550460,188.866142
-84.55847834730,31.47056541860,188.897638
-84.55845456760,31.47054618840,188.956693
-84.55842993160,31.47052782150,189.013561
-84.55840337510,31.47050807090,189.218613
-84.55837835300,31.47048975160,189.429134
-84.55835326960,31.47047132120,189.444444
-84.55832825110,31.47045286450,189.393044
-84.55830391150,31.47043420080,189.412729
-84.55827909680,31.47041530820,189.437336
-84.55825459620,31.47039666900,189.426400
-84.55822955640,31.47037779950,189.379921
-84.55820482140,31.47035954070,189.368985
-84.55818012140,31.47034117250,189.453740
-84.55815567850,31.47032278180,189.524825
-84.55813105980,31.47030375540,189.599737
-84.55810711560,31.47028468700,189.630905
-84.55808253390,31.47026546890,189.681758
-84.55805842170,31.47024669970,189.692148
-84.55803377090,31.47022767270,189.803149
-84.55800910370,31.47020927760,189.750656
-84.55798350050,31.47019111210,189.926181
-84.55795789220,31.47017437580,189.897747
-84.55793073510,31.47015799480,190.034449
-84.55790171160,31.47014309000,189.981252
-84.55787193790,31.47012990270,189.865485
-84.55784111690,31.47011999400,189.847206
-84.55780920580,31.47011253850,189.937664
-84.55777632280,31.47010792320,189.957349
-84.55774346970,31.47010586510,189.980315
-84.55770945300,31.47010661600,189.920322
-84.55767607460,31.47010872620,189.906496
-84.55764253380,31.47011215270,189.819085
-84.55760933900,31.47011707030,189.681758
-84.55757717570,31.47012302460,189.655980
-84.55754590360,31.47012924350,189.640748
-84.55751507590,31.47013687280,189.628796
-84.55748451810,31.47014522200,189.509514
-84.55745149900,31.47015448610,189.514025
-84.55741901990,31.47016395310,189.543963
-84.55738703090,31.47017307200,189.585794
-84.55735536610,31.47018205970,189.560367
-84.55732435370,31.47019185710,189.655922
-84.55729375240,31.47020188220,189.675197
-84.55726243580,31.47021227850,189.747375
-84.55723150600,31.47022259980,189.724409
-84.55720015810,31.47023296790,189.844570
-84.55716883860,31.47024347410,189.863845
-84.55713903650,31.47025359700,189.872457
-84.55710736300,31.47026415140,189.863845
-84.55707574570,31.47027500920,189.892552
-84.55704421100,31.47028639080,189.772802
-84.55701295560,31.47029813520,189.823245
-84.55698304080,31.47031012520,189.889545
-84.55695414100,31.47032378390,190.009374
-84.55692608460,31.47033831090,190.053587
-84.55689791780,31.47035338560,190.134983
-84.55686984140,31.47036868200,190.192476
-84.55684142160,31.47038361440,190.154668
-84.55681354180,31.47039874960,190.132327
-84.55678590920,31.47041424680,190.201537
-84.55675807000,31.47043028990,190.349956
-84.55673061180,31.47044647770,190.296213
-84.55670312660,31.47046247250,190.200131
-84.55667574390,31.47047822190,190.220753
-84.55664791890,31.47049371550,190.261373
-84.55661948130,31.47050933470,190.238271
-84.55659242130,31.47052500780,190.188101
-84.55656540980,31.47054128660,190.120981
-84.55653825010,31.47055709520,190.099519
-84.55651096500,31.47057279150,190.157480
-84.55648405810,31.47058874240,190.078740
-84.55645667830,31.47060438190,190.116798
-84.55642960390,31.47062184140,190.161581
-84.55640421360,31.47063991060,190.191018
-84.55637965740,31.47065796810,190.156387
-84.55635531350,31.47067649710,190.172791
-84.55633117460,31.47069577220,190.367454
-84.55630664470,31.47071528720,190.247703
-84.55628207980,31.47073491150,190.224191
-84.55625763600,31.47075481300,190.315781
-84.55623306330,31.47077473950,190.195757
-84.55620826970,31.47079452430,190.143537
-84.55618377820,31.47081379270,190.077646
-84.55615897170,31.47083407200,190.126494
-84.55613413530,31.47085426840,190.153106
-84.55610988320,31.47087296400,190.229659
-84.55608589540,31.47089136230,190.154199
-84.55605985860,31.47091084840,190.081656
-84.55603442600,31.47093053840,189.975940
-84.55600945920,31.47095081470,189.927457
-84.55598481930,31.47097084990,189.839239
-84.55596029990,31.47099118970,189.886629
-84.55593569210,31.47101122540,189.868766
-84.55591043110,31.47103047890,189.888816
-84.55588522850,31.47104995350,189.939851
-84.55586205400,31.47106913700,189.971292
-84.55583910180,31.47108964420,189.963090
-84.55581716300,31.47111187520,189.903762
-84.55579686270,31.47113523720,189.878609
-84.55578141500,31.47116069880,189.815179
-84.55577200300,31.47118839270,189.794127
-84.55577193820,31.47121678790,189.748833
-84.55577876080,31.47124427040,189.806430
-84.55579133080,31.47127150560,189.939122
-84.55580302390,31.47129916390,189.961450
-84.55581066440,31.47132602990,189.933153
-84.55581736000,31.47135469200,189.896325
-84.55582191430,31.47138306570,189.949557
-84.55582672000,31.47141163670,189.958005
-84.55583161200,31.47144059410,189.963911
-84.55583689430,31.47146933910,189.977034
-84.55584382010,31.47149778580,189.923720
-84.55585188860,31.47152545710,190.054954
-84.55586053770,31.47155300210,189.933563
-84.55586971690,31.47158113450,189.880249
-84.55587876420,31.47160940180,189.876148
-84.55588717320,31.47163754700,189.779363
-84.55589506930,31.47166568230,189.777313
-84.55590238410,31.47169397150,189.797408
-84.55590898090,31.47172150460,189.864665
-84.55591340990,31.47174976600,189.772966
-84.55591383450,31.47177784070,189.686680
-84.55590645780,31.47180620580,189.851268
-84.55589074990,31.47183179990,190.148622
-84.55586920440,31.47185247150,190.031715
-84.55584243600,31.47186801260,190.167323
-84.55581183670,31.47187916450,190.185602
-84.55577875160,31.47188477080,190.310274
-84.55574441530,31.47188546020,190.341207
-84.55570992820,31.47188207820,190.433727
-84.55567767660,31.47187783180,190.465059
-84.55564582980,31.47187282350,190.448163
-84.55561424360,31.47186765530,190.517552
-84.55557998760,31.47186155620,190.752406
-84.55554813010,31.47185572300,190.692257
-84.55551662390,31.47184995150,190.909886
-84.55548473150,31.47184422760,191.001750
-84.55545268600,31.47183822590,191.117673
-84.55542070240,31.47183230770,191.256562
-84.55538917130,31.47182626080,191.141732
-84.55535719850,31.47181993060,191.103456
-84.55532557970,31.47181355210,191.172900
-84.55529396100,31.47180717360,191.289370
-84.55526167190,31.47180067240,191.387248
-84.55522770030,31.47179350660,191.496883
-84.55519443170,31.47178643670,191.623359
-84.55516050850,31.47177863960,191.713418
-84.55512877950,31.47177157170,191.596128
-84.55509464820,31.47176437540,191.623359
-84.55506291340,31.47175876430,191.689632
-84.55502841580,31.47175332030,191.838911
-84.55499640590,31.47174841860,191.920932
-84.55496167330,31.47174338240,192.028028
-84.55493006160,31.47173796610,192.043963
-84.55489628590,31.47173066650,192.468832
-84.55486210780,31.47172280950,192.306430
-84.55483068010,31.47171525250,192.660292
-84.55479668300,31.47170660170,192.790354
-84.55476582390,31.47169814850,192.839020
-84.55473521490,31.47168994740,192.608268
-84.55470421760,31.47168187640,192.795275
-84.55467278500,31.47167451170,192.855971
-84.55463881130,31.47166742820,192.888545
-84.55460728590,31.47166116130,192.736220
-84.55457566520,31.47165486510,192.949006
-84.55454356210,31.47164861460,192.956037
-84.55451207250,31.47164221090,192.977128
-84.55448064900,31.47163572600,193.333333
-84.55444861730,31.47162920200,192.856205
-84.55441672160,31.47162237810,192.801837
-84.55438302010,31.47161469500,192.835876
-84.55434831420,31.47160616800,193.192257
-84.55431670790,31.47159808520,193.044619
-84.55428584890,31.47158963180,192.808399
-84.55425515030,31.47157994450,192.706224
-84.55422517420,31.47156961130,192.650918
-84.55419488750,31.47155888730,192.397356
-84.55416476890,31.47154786410,192.270341
-84.55413462620,31.47153653810,192.224878
-84.55410458320,31.47152507650,192.270341
-84.55407289190,31.47151163160,192.195702
-84.55404055040,31.47149729460,192.139107
-84.55401073850,31.47148311600,191.759350
-84.55398220240,31.47146920920,191.496063
-84.55395358240,31.47145483350,191.856545
-84.55392477570,31.47144023440,191.564960
-84.55389709890,31.47142535440,191.493602
-84.55387029200,31.47141032630,191.072834
-84.55384340470,31.47139345480,191.152304
-84.55381660880,31.47137554040,191.148294
-84.55379215310,31.47135643390,191.017657
-84.55376842850,31.47133635180,190.810367
-84.55374619140,31.47131456630,190.884037
-84.55372596770,31.47129182990,190.695538
-84.55370841400,31.47126878720,190.958333
-84.55369185210,31.47124460910,191.076115
-84.55367589150,31.47121950780,191.025918
-84.55366023370,31.47119386250,190.577428
-84.55364546370,31.47116738210,190.811680
-84.55363173160,31.47114045420,190.882546
-84.55361904320,31.47111409620,190.750000
-84.55360650720,31.47108680640,190.915354
-84.55359432400,31.47105952340,190.800525
-84.55358197820,31.47103231970,190.597113
-84.55356881610,31.47100567770,190.601378
-84.55355466810,31.47097871440,190.603674
-84.55354091750,31.47095250090,190.482611
-84.55352707790,31.47092601080,190.406824
-84.55351359370,31.47089941760,190.379593
-84.55350001270,31.47087285000,190.557743
-84.55348544860,31.47084708820,190.263123
-84.55346997970,31.47082158400,190.239501
-84.55345248320,31.47079758030,190.197506
-84.55343274480,31.47077468820,190.255905
-84.55341043100,31.47075339600,190.122047
-84.55338690680,31.47073301530,190.032808
-84.55336125950,31.47071534280,190.125656
-84.55333340920,31.47069974470,190.252624
-84.55330293060,31.47068901680,190.046916
-84.55327104320,31.47068189050,190.078740
-84.55323752810,31.47068061560,190.042054
-84.55320334380,31.47068287410,190.196850
-84.55317073670,31.47069107300,190.322715
-84.55313959050,31.47070229620,190.401903
-84.55310999080,31.47071324660,190.468862
-84.55307971940,31.47072412920,190.594652
-84.55304964890,31.47073468580,190.743856
-84.55301877120,31.47074544680,190.821850
-84.55298800830,31.47075549530,190.743259
-84.55295692550,31.47076551010,190.735728
-84.55292544670,31.47077472020,190.728346
-84.55289411720,31.47078066180,190.729440
-84.55286008190,31.47078088880,190.669838
-84.55282816560,31.47077733550,190.797244
-84.55279715910,31.47076717460,190.648849
-84.55276753710,31.47075310930,190.608596
-84.55274149730,31.47073573150,190.553478
-84.55271598270,31.47071665950,190.387139
-84.55269261810,31.47069754620,190.419218
-84.55266946450,31.47067772220,190.401903
-84.55264576740,31.47065659590,190.262832
-84.55262312950,31.47063667180,190.301837
-84.55260066050,31.47061642110,190.268300
-84.55257880560,31.47059598980,190.672572
-84.55255704280,31.47057448820,190.355060
-84.55253620740,31.47055308680,190.367454
-84.55251594210,31.47053073420,190.289443
-84.55249656650,31.47050870110,190.249344
-84.55247700010,31.47048537230,190.254812
-84.55245820660,31.47046192080,190.314960
-84.55244101530,31.47043852760,190.362715
-84.55242399720,31.47041464290,190.318241
-84.55240779910,31.47039005920,190.440361
-84.55239163240,31.47036550360,190.528215
-84.55237584600,31.47034112020,190.441820
-84.55235948210,31.47031551630,190.388779
-84.55234486710,31.47028925860,190.353237
-84.55233108910,31.47026287950,190.426509
-84.55231843260,31.47023531240,190.361621
