FID,Region,Heading,Elevation,Distance,Duration,Speed,Fuel_Usage,Moisture,Mass_Cotto,Width,Engaged,Mass_Yield,Wet_Yield,Dry_Yield,Timestamp,POINT_X,POINT_Y
800,First Pick Cotton,165.1,175.04,7.09,1,4.8,19.5,1,11,18,-1,3760,3760,1488.96,1508971270,-84.762182,31.185315
801,First Pick Cotton,164.1,174.92,7.03,1,4.7,19.8,1,12.2,18,-1,4208.1,4208.1,1666.4,1508971270,-84.762176,31.185296
802,First Pick Cotton,163.2,174.81,7.09,1,4.7,20.3,1,10.4,18,-1,3534.3,3534.3,1399.6000000000001,1508971280,-84.762169,31.185278
803,First Pick Cotton,162.5,174.67,7.06,1,4.7,21.4,1,9.7,18,-1,3328.6,3328.6,1318.1200000000001,1508971280,-84.762162,31.185259
804,First Pick Cotton,162.1,174.5,7.09,1,4.7,22.7,1,8.5,18,-1,2887.5,2887.5,1143.44,1508971280,-84.762155,31.185241
805,First Pick Cotton,162.7,174.41,7.03,1,4.7,23.7,1,9,18,-1,3082.2,3082.2,1220.5600000000002,1508971280,-84.762149,31.185222
806,First Pick Cotton,162.8,174.32,7.03,1,4.8,23.5,1,9.6,18,-1,3297.8,3297.8,1305.92,1508971280,-84.762142,31.185204
807,First Pick Cotton,163.3,174.27,7.03,1,4.8,25,1,11.6,18,-1,3980.3,3980.3,1576.2,1508971280,-84.762136,31.185185
808,First Pick Cotton,163.1,174.34,7.03,1,4.8,24.7,1,9.9,18,-1,3399.5,3399.5,1346.24,1508971280,-84.762129,31.185167
809,First Pick Cotton,163.3,174.43,7.03,1,4.8,24.2,1,11.3,18,-1,3898.3,3898.3,1543.7200000000003,1508971280,-84.762123,31.185148
810,First Pick Cotton,164.2,174.59,6.96,1,4.7,25.5,1,10.2,18,-1,3558.8,3558.8,1409.28,1508971280,-84.762117,31.18513
811,First Pick Cotton,163.8,174.71,7,1,4.7,24.9,1,10.1,18,-1,3483.4,3483.4,1379.4,1508971280,-84.762111,31.185111
812,First Pick Cotton,163.3,174.8,6.96,1,4.7,25,1,8.9,18,-1,3092.9,3092.9,1224.76,1508971290,-84.762104,31.185093
813,First Pick Cotton,163.3,174.91,6.96,1,4.7,25,1,9.9,18,-1,3453,3453,1367.4,1508971290,-84.762098,31.185075
814,First Pick Cotton,163.4,174.96,7,1,4.8,25.2,1,8.2,18,-1,2845,2845,1126.6000000000001,1508971290,-84.762091,31.185056
815,First Pick Cotton,163.2,174.97,6.96,1,4.5,26,1,8.8,18,-1,3059.9,3059.9,1211.72,1508971290,-84.762085,31.185038
816,First Pick Cotton,162.2,175.12,6.96,1,4.5,26,1,7.4,18,-1,2570.2,2570.2,1017.8000000000001,1508971290,-84.762077,31.18502
817,First Pick Cotton,163,175.01,7,1,4.9,25.9,1,10.3,18,-1,3552,3552,1406.6000000000001,1508971290,-84.762071,31.185001
818,First Pick Cotton,163.6,175.16,7.03,1,4.6,24.7,1,10.4,18,-1,3570.4,3570.4,1413.88,1508971290,-84.762065,31.184983
819,First Pick Cotton,163.5,175.19,7.03,1,4.6,23.8,1,12.5,18,-1,4307.5,4307.5,1705.76,1508971290,-84.762059,31.184964
820,First Pick Cotton,163.2,175.18,7,1,4.6,26.1,1,12.9,18,-1,4478,4478,1773.28,1508971290,-84.762052,31.184946
821,First Pick Cotton,163.4,175.23,7,1,4.7,25.5,1,10.7,18,-1,3705.3,3705.3,1467.3200000000002,1508971290,-84.762046,31.184927
822,First Pick Cotton,163.8,175.27,7.03,1,4.7,25.8,1,10.7,18,-1,3667.5,3667.5,1452.3600000000001,1508971300,-84.76204,31.184909
823,First Pick Cotton,163.8,175.29,7.03,1,4.7,25.7,1,11.3,18,-1,3901.4,3901.4,1544.92,1508971300,-84.762034,31.18489
824,First Pick Cotton,163.3,175.37,7,1,4.7,25.8,1,12.7,18,-1,4389.5,4389.5,1738.2400000000002,1508971300,-84.762027,31.184872
825,First Pick Cotton,162.8,175.38,7.06,1,4.8,24.4,1,10.8,18,-1,3685.3,3685.3,1459.3600000000001,1508971300,-84.76202,31.184853
826,First Pick Cotton,162.5,175.42,7.03,1,4.8,24.3,1,10.8,18,-1,3706.3,3706.3,1467.68,1508971300,-84.762013,31.184835
827,First Pick Cotton,162.8,175.37,7.06,1,4.8,23.9,1,10.7,18,-1,3672.4,3672.4,1454.28,1508971300,-84.762007,31.184816
828,First Pick Cotton,163,175.32,7.03,1,4.8,24.8,1,10.2,18,-1,3495.2,3495.2,1384.1200000000001,1508971300,-84.762,31.184798
829,First Pick Cotton,164,175.2,7.09,1,4.8,24.7,1,9.9,18,-1,3377.1,3377.1,1337.3600000000001,1508971300,-84.761994,31.184779
830,First Pick Cotton,164,175.13,7.09,1,4.7,24.4,1,9.7,18,-1,3321.5,3321.5,1315.3200000000002,1508971300,-84.761988,31.18476
831,First Pick Cotton,163.8,174.97,7.03,1,4.7,24.3,1,9.4,18,-1,3242.4,3242.4,1284,1508971300,-84.761982,31.184742
832,First Pick Cotton,163.2,174.87,7.09,1,4.7,25.1,1,9.6,18,-1,3283.9,3283.9,1300.4,1508971310,-84.761975,31.184723
833,First Pick Cotton,163,174.71,7.13,1,4.7,23.6,1,8.8,18,-1,3005.2,3005.2,1190.08,1508971310,-84.761968,31.184705
834,First Pick Cotton,162.9,174.53,7.06,1,4.8,23.3,1,9.4,18,-1,3219,3219,1274.7200000000003,1508971310,-84.761962,31.184686
835,First Pick Cotton,163,174.37,7.13,1,4.8,22.6,1,9.4,18,-1,3181.9,3181.9,1260.04,1508971310,-84.761955,31.184667
836,First Pick Cotton,163.2,174.15,7.06,1,4.8,23.4,1,10,18,-1,3442.7,3442.7,1363.3200000000002,1508971310,-84.761948,31.184649
837,First Pick Cotton,163.7,174.02,7.06,1,4.8,24.1,1,9.8,18,-1,3368.6,3368.6,1334,1508971310,-84.761942,31.18463
838,First Pick Cotton,163.4,173.79,7.06,1,4.8,24.4,1,10.3,18,-1,3517.5,3517.5,1392.92,1508971310,-84.761936,31.184611
839,First Pick Cotton,163.7,173.54,7.06,1,4.7,22.9,1,8.9,18,-1,3064.1,3064.1,1213.4,1508971310,-84.76193,31.184593
840,First Pick Cotton,163.4,173.44,7.13,1,4.7,22.2,1,8.9,18,-1,3006.7,3006.7,1190.64,1508971310,-84.761923,31.184574
841,First Pick Cotton,163.3,173.29,7.06,1,4.7,23.2,1,6.8,18,-1,2347,2347,929.4000000000001,1508971310,-84.761916,31.184556
842,First Pick Cotton,162.4,173.02,7,1,4.7,23.3,1,7.5,18,-1,2610.1,2610.1,1033.6000000000001,1508971320,-84.761909,31.184537
843,First Pick Cotton,162.7,172.83,7.09,1,4.8,21,1,8.4,18,-1,2880.7,2880.7,1140.76,1508971320,-84.761903,31.184519
844,First Pick Cotton,163.1,172.64,7.03,1,4.8,23.6,1,6.5,18,-1,2236.5,2236.5,885.64,1508971320,-84.761896,31.1845
845,First Pick Cotton,164,172.43,7.09,1,4.8,22.6,1,6.4,18,-1,2175.2,2175.2,861.3600000000001,1508971320,-84.761891,31.184481
846,First Pick Cotton,164.2,172.28,7.09,1,4.8,21.3,1,6.4,18,-1,2191.7,2191.7,867.9200000000001,1508971320,-84.761884,31.184463
847,First Pick Cotton,164,172,7.09,1,4.7,20.6,1,6.3,18,-1,2157.9,2157.9,854.5200000000001,1508971320,-84.761878,31.184444
848,First Pick Cotton,163.2,171.92,7.06,1,4.7,20,1,7.2,18,-1,2463.4,2463.4,975.5200000000001,1508971320,-84.761871,31.184425
849,First Pick Cotton,162.6,171.72,7.06,1,4.7,19.2,1,6,18,-1,2043.2,2043.2,809.12,1508971320,-84.761864,31.184407
850,First Pick Cotton,162.8,171.48,7.09,1,4.7,18.8,1,6.6,18,-1,2254.2,2254.2,892.64,1508971320,-84.761858,31.184388
851,First Pick Cotton,162.5,171.16,7.06,1,4.7,20.7,1,6.7,18,-1,2297.1,2297.1,909.68,1508971320,-84.761851,31.18437
852,First Pick Cotton,162.5,170.97,7.19,1,4.6,17.4,1,5.5,18,-1,1862,1862,737.3600000000001,1508971330,-84.761844,31.184351
853,First Pick Cotton,162.4,170.78,6.27,1,4.1,15.3,1,1.5,18,-1,569.8,569.8,225.64000000000001,1508971330,-84.761838,31.184335
854,First Pick Cotton,342,171.31,7.23,1,4.7,18.8,1,4.2,18,-1,1422.3,1422.3,563.24,1508971390,-84.761821,31.184449
855,First Pick Cotton,342.8,171.5,7.06,1,4.7,21.8,1,5.9,18,-1,2005.5,2005.5,794.1600000000001,1508971390,-84.761827,31.184468
856,First Pick Cotton,343.2,171.75,7.09,1,4.7,21.5,1,8.4,18,-1,2867.9,2867.9,1135.68,1508971390,-84.761833,31.184486
857,First Pick Cotton,343.3,171.98,7.03,1,4.7,21.8,1,7.8,18,-1,2680.6,2680.6,1061.5200000000002,1508971390,-84.76184,31.184505
858,First Pick Cotton,343.4,172.19,7.09,1,4.8,20.6,1,7,18,-1,2382.8,2382.8,943.6,1508971390,-84.761846,31.184524
859,First Pick Cotton,342.8,172.35,7.06,1,4.8,21.6,1,7.6,18,-1,2589.6,2589.6,1025.48,1508971400,-84.761853,31.184542
860,First Pick Cotton,342.9,172.53,7.06,1,4.8,21.7,1,8.3,18,-1,2847.2,2847.2,1127.5200000000002,1508971400,-84.76186,31.184561
861,First Pick Cotton,343,172.71,7.09,1,4.8,21.1,1,9.4,18,-1,3192.9,3192.9,1264.3600000000001,1508971400,-84.761867,31.184579
862,First Pick Cotton,342.5,172.87,7.06,1,4.8,21,1,7.7,18,-1,2653,2653,1050.6000000000001,1508971400,-84.761874,31.184598
863,First Pick Cotton,343,173.08,7.03,1,4.7,20.8,1,7.6,18,-1,2612.3,2612.3,1034.48,1508971400,-84.76188,31.184616
864,First Pick Cotton,343.3,173.17,7.06,1,4.7,21.5,1,7.2,18,-1,2460.4,2460.4,974.3200000000002,1508971400,-84.761887,31.184635
865,First Pick Cotton,343.4,173.29,7.06,1,4.7,20.7,1,8.1,18,-1,2786,2786,1103.28,1508971400,-84.761893,31.184653
866,First Pick Cotton,344,173.36,7.06,1,4.7,20.7,1,7.6,18,-1,2603.2,2603.2,1030.84,1508971400,-84.761899,31.184672
867,First Pick Cotton,344.8,173.54,7.06,1,4.8,20.4,1,8.1,18,-1,2777.7,2777.7,1100,1508971400,-84.761905,31.184691
868,First Pick Cotton,344.1,173.64,7,1,4.8,21.9,1,7.7,18,-1,2656.6,2656.6,1052,1508971400,-84.761912,31.184709
869,First Pick Cotton,344.2,173.83,7.06,1,4.8,21.1,1,8.7,18,-1,2969.7,2969.7,1176,1508971410,-84.761918,31.184728
870,First Pick Cotton,343.4,174.06,6.96,1,4.8,21.8,1,8.1,18,-1,2828.5,2828.5,1120.08,1508971410,-84.761925,31.184746
871,First Pick Cotton,342.8,174.22,7.03,1,4.7,20.9,1,8.3,18,-1,2846.9,2846.9,1127.3600000000001,1508971410,-84.761932,31.184764
872,First Pick Cotton,343.5,174.34,7.03,1,4.7,20.9,1,9.8,18,-1,3360.8,3360.8,1330.88,1508971410,-84.761938,31.184783
873,First Pick Cotton,343.7,174.45,7.06,1,4.7,19.9,1,9.4,18,-1,3205.4,3205.4,1269.3600000000001,1508971410,-84.761944,31.184802
874,First Pick Cotton,343.7,174.57,7.03,1,4.8,22.1,1,8.9,18,-1,3049.6,3049.6,1207.64,1508971410,-84.761951,31.18482
875,First Pick Cotton,343.6,174.61,7.03,1,4.8,21.7,1,9.7,18,-1,3333.5,3333.5,1320.08,1508971410,-84.761957,31.184838
876,First Pick Cotton,343.4,174.63,7.06,1,4.8,21.7,1,11,18,-1,3775.2,3775.2,1494.96,1508971410,-84.761964,31.184857
877,First Pick Cotton,343.8,174.68,7.06,1,4.8,21.9,1,10.5,18,-1,3594.6,3594.6,1423.44,1508971410,-84.76197,31.184876
878,First Pick Cotton,343.4,174.73,7.06,1,4.7,20.6,1,10.7,18,-1,3663.3,3663.3,1450.68,1508971410,-84.761977,31.184894
879,First Pick Cotton,343.4,174.68,7.09,1,4.7,20.3,1,10.9,18,-1,3717.9,3717.9,1472.28,1508971420,-84.761983,31.184913
880,First Pick Cotton,343.7,174.6,7.09,1,4.7,21.1,1,11.2,18,-1,3831.4,3831.4,1517.24,1508971420,-84.761989,31.184932
881,First Pick Cotton,343.1,174.56,7.06,1,4.7,21.1,1,11.6,18,-1,3966.4,3966.4,1570.68,1508971420,-84.761996,31.18495
882,First Pick Cotton,343.8,174.47,7.06,1,4.7,20.6,1,11.3,18,-1,3869.6,3869.6,1532.3600000000001,1508971420,-84.762002,31.184969
883,First Pick Cotton,343.7,174.43,7.09,1,4.8,20.8,1,13.2,18,-1,4488.8,4488.8,1777.56,1508971420,-84.762009,31.184988
884,First Pick Cotton,343.3,174.36,7.09,1,4.8,20.7,1,12.4,18,-1,4227.1,4227.1,1673.92,1508971420,-84.762016,31.185006
885,First Pick Cotton,343.6,174.3,7.09,1,4.8,20.3,1,13.4,18,-1,4563.3,4563.3,1807.0400000000002,1508971420,-84.762022,31.185025
886,First Pick Cotton,343.4,174.26,7.06,1,4.8,21.2,1,12.5,18,-1,4272.4,4272.4,1691.88,1508971420,-84.762028,31.185044
887,First Pick Cotton,343.5,174.24,7.03,1,4.7,20.6,1,11.4,18,-1,3921.1,3921.1,1552.7600000000002,1508971420,-84.762035,31.185062
888,First Pick Cotton,343.5,174.15,7.06,1,4.7,20.4,1,13,18,-1,4443.9,4443.9,1759.8000000000002,1508971420,-84.762041,31.185081
889,First Pick Cotton,343.4,174.14,7.09,1,4.7,20.5,1,11.7,18,-1,3975.1,3975.1,1574.1200000000001,1508971430,-84.762048,31.185099
890,First Pick Cotton,343.7,173.96,7.09,1,4.7,19.6,1,13,18,-1,4443.7,4443.7,1759.68,1508971430,-84.762054,31.185118
891,First Pick Cotton,343.3,173.74,7.09,1,4.7,20.6,1,12.7,18,-1,4343.6,4343.6,1720.08,1508971430,-84.762061,31.185137
892,First Pick Cotton,343.7,173.81,7.06,1,4.8,21.4,1,10.7,18,-1,3678.5,3678.5,1456.68,1508971430,-84.762067,31.185155
893,First Pick Cotton,344,173.72,7.13,1,4.8,19.5,1,11.4,18,-1,3879.7,3879.7,1536.3600000000001,1508971430,-84.762074,31.185174
894,First Pick Cotton,343.7,173.54,7,1,4.8,19.9,1,12.1,18,-1,4169.1,4169.1,1650.96,1508971430,-84.76208,31.185193
895,First Pick Cotton,343,173.47,7.03,1,4.7,22,1,11.3,18,-1,3876.3,3876.3,1535,1508971430,-84.762087,31.185211
896,First Pick Cotton,343.9,173.31,7.09,1,4.7,20.1,1,11.1,18,-1,3800.6,3800.6,1505.04,1508971430,-84.762093,31.18523
897,First Pick Cotton,344.2,173.2,7.09,1,4.7,19.5,1,10.8,18,-1,3689.3,3689.3,1460.96,1508971430,-84.762099,31.185249
898,First Pick Cotton,343.3,173.34,7,1,4.7,21,1,11,18,-1,3794.6,3794.6,1502.64,1508971430,-84.762106,31.185267
899,First Pick Cotton,342.9,173.51,7,1,4.7,20,1,9.9,18,-1,3438.4,3438.4,1361.6000000000001,1508971440,-84.762113,31.185285
900,First Pick Cotton,343.2,173.68,6.93,1,4.7,21.7,1,10.5,18,-1,3650.3,3650.3,1445.5200000000002,1508971440,-84.762119,31.185303
901,First Pick Cotton,343.2,173.93,6.96,1,4.7,22.1,1,11.5,18,-1,3995.6,3995.6,1582.24,1508971440,-84.762125,31.185322
902,First Pick Cotton,343.3,174.06,6.96,1,4.7,21.6,1,11.1,18,-1,3846.9,3846.9,1523.4,1508971440,-84.762132,31.18534
903,First Pick Cotton,343.3,174.16,7,1,4.7,21,1,10.8,18,-1,3743.5,3743.5,1482.4,1508971440,-84.762138,31.185359
904,First Pick Cotton,343.3,174.28,6.96,1,4.7,22.5,1,9.5,18,-1,3318.9,3318.9,1314.28,1508971440,-84.762145,31.185377
905,First Pick Cotton,344,174.3,7,1,4.7,23.8,1,10.7,18,-1,3693.9,3693.9,1462.7600000000002,1508971440,-84.762151,31.185395
906,First Pick Cotton,343.6,174.24,7,1,4.7,24.2,1,8.8,18,-1,3050.1,3050.1,1207.84,1508971440,-84.762157,31.185414
907,First Pick Cotton,343.2,174.22,7.03,1,4.7,25.6,1,11.2,18,-1,3872.5,3872.5,1533.5200000000002,1508971440,-84.762164,31.185432
908,First Pick Cotton,342.7,174.18,7,1,4.7,24.8,1,11.2,18,-1,3874.7,3874.7,1534.3600000000001,1508971440,-84.762171,31.185451
909,First Pick Cotton,343.2,174.18,7,1,4.7,24.9,1,10,18,-1,3459.7,3459.7,1370.04,1508971450,-84.762178,31.185469
910,First Pick Cotton,344,174.09,7.06,1,4.7,25.8,1,11.3,18,-1,3890,3890,1540.44,1508971450,-84.762183,31.185488
911,First Pick Cotton,344.5,174.06,7.06,1,4.7,25.3,1,11.1,18,-1,3800.1,3800.1,1504.8400000000001,1508971450,-84.762189,31.185506
912,First Pick Cotton,344.1,174.05,7.03,1,4.7,25.1,1,12.7,18,-1,4362.2,4362.2,1727.4400000000003,1508971450,-84.762196,31.185525
913,First Pick Cotton,343.8,173.98,7.06,1,4.7,24.2,1,13.6,18,-1,4663.8,4663.8,1846.88,1508971450,-84.762202,31.185544
914,First Pick Cotton,343.1,173.94,7,1,4.7,24.1,1,11.2,18,-1,3887.6,3887.6,1539.48,1508971450,-84.762209,31.185562
915,First Pick Cotton,343.4,173.88,7.06,1,4.7,24,1,12,18,-1,4119.7,4119.7,1631.4,1508971450,-84.762215,31.18558
916,First Pick Cotton,343.5,173.77,7.03,1,4.7,24.7,1,13.3,18,-1,4576.3,4576.3,1812.2,1508971450,-84.762222,31.185599
917,First Pick Cotton,343,173.66,7.06,1,4.7,26,1,12.3,18,-1,4224,4224,1672.7200000000003,1508971450,-84.762229,31.185617
918,First Pick Cotton,343.3,173.66,6.96,1,4.6,25,1,8.7,18,-1,3014.7,3014.7,1193.84,1508971450,-84.762235,31.185636
919,First Pick Cotton,343.2,173.7,7.09,1,4.6,23.2,1,12,18,-1,4087.9,4087.9,1618.8000000000002,1508971460,-84.762242,31.185654
920,First Pick Cotton,343.8,173.6,6.96,1,4.6,25.1,1,11.5,18,-1,4013.2,4013.2,1589.24,1508971460,-84.762248,31.185673
921,First Pick Cotton,343.5,173.49,7.06,1,4.8,25.1,1,10.8,18,-1,3692.1,3692.1,1462.04,1508971460,-84.762254,31.185691
922,First Pick Cotton,343.5,173.47,7.09,1,4.8,25.5,1,11.6,18,-1,3973.6,3973.6,1573.5200000000002,1508971460,-84.762261,31.18571
923,First Pick Cotton,343.3,173.4,7.09,1,4.8,23.9,1,12.1,18,-1,4139.8,4139.8,1639.36,1508971460,-84.762267,31.185729
924,First Pick Cotton,342.9,173.35,7.03,1,4.8,25.5,1,11.9,18,-1,4109.4,4109.4,1627.3200000000002,1508971460,-84.762274,31.185747
925,First Pick Cotton,343.4,173.3,7.06,1,4.8,24.4,1,11.5,18,-1,3942.2,3942.2,1561.08,1508971460,-84.76228,31.185766
926,First Pick Cotton,343.6,173.18,7.09,1,4.7,24.2,1,9.5,18,-1,3239.5,3239.5,1282.8400000000001,1508971460,-84.762287,31.185784
927,First Pick Cotton,343.9,173.15,7.06,1,4.7,24.9,1,11.8,18,-1,4044.2,4044.2,1601.48,1508971460,-84.762293,31.185803
928,First Pick Cotton,343.7,173.09,7.03,1,4.7,24.9,1,13.1,18,-1,4498.1,4498.1,1781.2400000000002,1508971460,-84.762299,31.185822
929,First Pick Cotton,343.6,172.99,7.06,1,4.7,25,1,12,18,-1,4125,4125,1633.5200000000002,1508971470,-84.762306,31.18584
930,First Pick Cotton,343.3,172.95,7.03,1,4.7,26,1,10.3,18,-1,3544.5,3544.5,1403.64,1508971470,-84.762312,31.185859
931,First Pick Cotton,343.6,172.94,7.09,1,4.7,25.5,1,10.3,18,-1,3517.8,3517.8,1393.04,1508971470,-84.762319,31.185877
932,First Pick Cotton,342.9,172.89,7.03,1,4.7,25.5,1,10.9,18,-1,3745.7,3745.7,1483.3200000000002,1508971470,-84.762326,31.185896
933,First Pick Cotton,342.8,172.83,7.06,1,4.7,24.8,1,11.7,18,-1,4023.8,4023.8,1593.4,1508971470,-84.762333,31.185914
934,First Pick Cotton,343.2,172.79,7.06,1,4.7,25.8,1,12.8,18,-1,4374.4,4374.4,1732.28,1508971470,-84.762339,31.185933
935,First Pick Cotton,343.8,172.75,7.06,1,4.7,25.5,1,10.4,18,-1,3569.6,3569.6,1413.5600000000002,1508971470,-84.762345,31.185952
936,First Pick Cotton,343.8,172.66,7.03,1,4.7,26.2,1,11.6,18,-1,4002.3,4002.3,1584.92,1508971470,-84.762352,31.18597
937,First Pick Cotton,344,172.63,7.03,1,4.7,25.2,1,11.3,18,-1,3877.8,3877.8,1535.6000000000001,1508971470,-84.762357,31.185989
938,First Pick Cotton,344.2,172.63,7.06,1,4.7,25.1,1,11,18,-1,3760.1,3760.1,1489,1508971470,-84.762364,31.186007
939,First Pick Cotton,344,172.58,7.06,1,4.7,26,1,11.8,18,-1,4054.8,4054.8,1605.68,1508971480,-84.76237,31.186026
940,First Pick Cotton,343.6,172.52,7.03,1,4.7,25.8,1,12.1,18,-1,4161.8,4161.8,1648.0400000000002,1508971480,-84.762376,31.186045
941,First Pick Cotton,342.7,172.49,7.03,1,4.8,24.9,1,11.5,18,-1,3962.9,3962.9,1569.28,1508971480,-84.762384,31.186063
942,First Pick Cotton,342.3,172.48,7.09,1,4.8,22.2,1,12.1,18,-1,4131.5,4131.5,1636.08,1508971480,-84.762391,31.186081
943,First Pick Cotton,342.5,172.46,7.03,1,4.8,22.2,1,11.3,18,-1,3881.6,3881.6,1537.1200000000001,1508971480,-84.762397000000007,31.1861
944,First Pick Cotton,342.7,172.39,7.03,1,4.8,23.1,1,8.8,18,-1,3045,3045,1205.84,1508971480,-84.762404,31.186118
945,First Pick Cotton,343.3,172.38,7.06,1,4.8,22.3,1,12.5,18,-1,4267.9,4267.9,1690.08,1508971480,-84.76241,31.186137
946,First Pick Cotton,343.2,172.36,7.03,1,4.7,20.2,1,13.3,18,-1,4565.6,4565.6,1808,1508971480,-84.762416,31.186155
947,First Pick Cotton,343.6,172.29,7.09,1,4.7,20.4,1,12,18,-1,4098.4,4098.4,1623,1508971480,-84.762423,31.186174
948,First Pick Cotton,343.4,172.25,7.03,1,4.7,20.3,1,10.9,18,-1,3746.5,3746.5,1483.6000000000001,1508971480,-84.762429,31.186193
949,First Pick Cotton,343,172.21,7.06,1,4.7,20.1,1,11,18,-1,3778.2,3778.2,1496.16,1508971490,-84.762436,31.186211
950,First Pick Cotton,342.8,172.17,7.03,1,4.7,20.2,1,10.6,18,-1,3656.1,3656.1,1447.8400000000001,1508971490,-84.762443,31.18623
951,First Pick Cotton,342.9,172.12,7.06,1,4.7,20.8,1,12.2,18,-1,4195.3,4195.3,1661.36,1508971490,-84.762449,31.186248
952,First Pick Cotton,343.4,172.09,7.06,1,4.7,20.4,1,10.6,18,-1,3624.8,3624.8,1435.44,1508971490,-84.762455,31.186267
953,First Pick Cotton,344,172.06,7.06,1,4.7,19.8,1,14.2,18,-1,4856.5,4856.5,1923.1599999999999,1508971490,-84.762461,31.186286
954,First Pick Cotton,344.1,172.04,7.06,1,4.7,20.8,1,12.9,18,-1,4434.1,4434.1,1755.92,1508971490,-84.762468,31.186304
955,First Pick Cotton,343.9,171.97,7.06,1,4.7,20.2,1,12.6,18,-1,4322.3,4322.3,1711.6000000000001,1508971490,-84.762474,31.186323
956,First Pick Cotton,343.7,171.92,7.06,1,4.7,20,1,11,18,-1,3769.1,3769.1,1492.5600000000002,1508971490,-84.76248,31.186342
957,First Pick Cotton,343.6,171.93,7.03,1,4.7,20.3,1,12.3,18,-1,4246,4246,1681.4400000000003,1508971490,-84.762487,31.18636
958,First Pick Cotton,343.4,171.91,7.06,1,4.7,20.1,1,11.8,18,-1,4033.6,4033.6,1597.3200000000002,1508971490,-84.762493,31.186379
959,First Pick Cotton,343,171.85,7.03,1,4.7,21.2,1,12,18,-1,4135.2,4135.2,1637.5200000000002,1508971500,-84.7625,31.186397
960,First Pick Cotton,342.7,171.86,7.03,1,4.8,22.1,1,11.3,18,-1,3892.2,3892.2,1541.3200000000002,1508971500,-84.762507,31.186415
961,First Pick Cotton,342.8,171.89,7.13,1,4.8,21.3,1,11.4,18,-1,3887.9,3887.9,1539.6000000000001,1508971500,-84.762514,31.186434
962,First Pick Cotton,343.7,171.84,7.03,1,4.8,20.4,1,12.4,18,-1,4262,4262,1687.7200000000003,1508971500,-84.762519,31.186453
963,First Pick Cotton,343.5,171.81,7.06,1,4.7,20,1,12.2,18,-1,4172.6,4172.6,1652.36,1508971500,-84.762526,31.186471
964,First Pick Cotton,343.1,171.75,7,1,4.7,21.7,1,10,18,-1,3476.5,3476.5,1376.68,1508971500,-84.762532,31.18649
965,First Pick Cotton,343.3,171.76,7.06,1,4.7,20.4,1,10.7,18,-1,3665.6,3665.6,1451.6000000000001,1508971500,-84.762539,31.186508
966,First Pick Cotton,343.2,171.73,7.06,1,4.7,21.1,1,10.9,18,-1,3749.5,3749.5,1484.8000000000002,1508971500,-84.762545,31.186527
967,First Pick Cotton,343.9,171.75,7,1,4.8,20.5,1,8.7,18,-1,3015.1,3015.1,1193.96,1508971500,-84.762551,31.186546
968,First Pick Cotton,344,171.73,7.06,1,4.8,20.6,1,9.6,18,-1,3284,3284,1300.48,1508971500,-84.762558,31.186564
969,First Pick Cotton,343.6,171.78,7.06,1,4.8,21.1,1,9.6,18,-1,3295.3,3295.3,1304.96,1508971510,-84.762564,31.186583
970,First Pick Cotton,343.4,171.75,7,1,4.8,22.2,1,8.7,18,-1,2992.9,2992.9,1185.2,1508971510,-84.762571,31.186601
971,First Pick Cotton,343,171.77,7.06,1,4.8,21,1,9.2,18,-1,3136.7,3136.7,1242.1200000000001,1508971510,-84.762578,31.18662
972,First Pick Cotton,342.9,171.81,7.03,1,4.7,20.8,1,9.2,18,-1,3173.3,3173.3,1256.64,1508971510,-84.762584,31.186638
973,First Pick Cotton,343.2,171.85,7,1,4.7,20.2,1,10.8,18,-1,3742.7,3742.7,1482.1200000000001,1508971510,-84.762591,31.186656
974,First Pick Cotton,343.4,171.81,7.06,1,4.7,21.6,1,12,18,-1,4125.8,4125.8,1633.8000000000002,1508971510,-84.762597,31.186675
975,First Pick Cotton,343.7,171.85,7,1,4.7,21.6,1,11,18,-1,3820.5,3820.5,1512.92,1508971510,-84.762603,31.186693000000002
976,First Pick Cotton,344.2,171.88,7.03,1,4.7,21.3,1,11.3,18,-1,3880.9,3880.9,1536.8400000000001,1508971510,-84.762609,31.186712
977,First Pick Cotton,344.5,171.94,7.06,1,4.8,21.7,1,10.3,18,-1,3535.6,3535.6,1400.1200000000001,1508971510,-84.762615,31.186731
978,First Pick Cotton,343.8,171.95,7.03,1,4.8,21.5,1,11,18,-1,3801.9,3801.9,1505.5600000000002,1508971510,-84.762622,31.186749
979,First Pick Cotton,343.3,171.97,7.03,1,4.8,21.3,1,11.4,18,-1,3921.1,3921.1,1552.7600000000002,1508971520,-84.762629,31.186768
980,First Pick Cotton,343,171.94,7.06,1,4.8,21.6,1,11.7,18,-1,4004.9,4004.9,1585.92,1508971520,-84.762636,31.186786
981,First Pick Cotton,342.4,171.99,7,1,4.8,21.6,1,11.6,18,-1,4005.8,4005.8,1586.3200000000002,1508971520,-84.762643,31.186804
982,First Pick Cotton,343,171.94,7.09,1,4.8,20.3,1,12.8,18,-1,4359.4,4359.4,1726.3200000000002,1508971520,-84.762649,31.186823
983,First Pick Cotton,343.3,171.91,7.03,1,4.7,21.4,1,11.5,18,-1,3976.5,3976.5,1574.7200000000003,1508971520,-84.762655,31.186842
