OBJECTID,pointid,grid_code,POINT_X,POINT_Y
5952,5952,151,-84.75974189,31.1920965
5953,5953,151,-84.75971636,31.1920965
5954,5954,151,-84.75969083,31.1920965
5955,5955,151,-84.7596653,31.1920965
5956,5956,151,-84.75963977,31.1920965
5957,5957,151,-84.75961424,31.1920965
5958,5958,151,-84.7595887,31.1920965
5959,5959,151,-84.75956317,31.1920965
5960,5960,151,-84.75953764,31.1920965
5961,5961,175,-84.76512907,31.19207097
5962,5962,175,-84.76510354,31.19207097
5963,5963,175,-84.76507801,31.19207097
5964,5964,175,-84.76505248,31.19207097
5965,5965,175,-84.76502694,31.19207097
5966,5966,175,-84.76500141,31.19207097
5967,5967,175,-84.76497588,31.19207097
5968,5968,174,-84.76495035,31.19207097
5969,5969,174,-84.76492482,31.19207097
5970,5970,174,-84.76489929,31.19207097
5971,5971,174,-84.76487375,31.19207097
5972,5972,174,-84.76484822,31.19207097
5973,5973,174,-84.76482269,31.19207097
5974,5974,174,-84.76479716,31.19207097
5975,5975,174,-84.76477163,31.19207097
5976,5976,174,-84.7647461,31.19207097
5977,5977,174,-84.76472056,31.19207097
5978,5978,174,-84.76469503,31.19207097
5979,5979,174,-84.7646695,31.19207097
5980,5980,174,-84.76464397,31.19207097
5981,5981,174,-84.76461844,31.19207097
5982,5982,174,-84.76459291,31.19207097
5983,5983,175,-84.76456737,31.19207097
5984,5984,175,-84.76454184,31.19207097
5985,5985,175,-84.76451631,31.19207097
5986,5986,174,-84.76449078,31.19207097
5987,5987,174,-84.76446525,31.19207097
5988,5988,174,-84.76443972,31.19207097
5989,5989,174,-84.76441418,31.19207097
5990,5990,174,-84.76438865,31.19207097
5991,5991,174,-84.76436312,31.19207097
5992,5992,174,-84.76433759,31.19207097
5993,5993,174,-84.76431206,31.19207097
5994,5994,174,-84.76428653,31.19207097
5995,5995,173,-84.76426099,31.19207097
5996,5996,173,-84.76423546,31.19207097
5997,5997,173,-84.76420993,31.19207097
5998,5998,173,-84.7641844,31.19207097
5999,5999,172,-84.76415887,31.19207097
6000,6000,172,-84.76413334,31.19207097
6001,6001,171,-84.7641078,31.19207097
6002,6002,171,-84.76408227,31.19207097
6003,6003,171,-84.76405674,31.19207097
6004,6004,170,-84.76403121,31.19207097
6005,6005,170,-84.76400568,31.19207097
6006,6006,170,-84.76398015,31.19207097
6007,6007,169,-84.76395462,31.19207097
6008,6008,169,-84.76392908,31.19207097
6009,6009,169,-84.76390355,31.19207097
6010,6010,168,-84.76387802,31.19207097
6011,6011,168,-84.76385249,31.19207097
6012,6012,168,-84.76382696,31.19207097
6013,6013,167,-84.76380143,31.19207097
6014,6014,167,-84.76377589,31.19207097
6015,6015,167,-84.76375036,31.19207097
6016,6016,166,-84.76372483,31.19207097
6017,6017,166,-84.7636993,31.19207097
6018,6018,166,-84.76367377,31.19207097
6019,6019,166,-84.76364824,31.19207097
6020,6020,165,-84.7636227,31.19207097
6021,6021,165,-84.76359717,31.19207097
6022,6022,165,-84.76357164,31.19207097
6023,6023,165,-84.76354611,31.19207097
6024,6024,164,-84.76352058,31.19207097
6025,6025,164,-84.76349505,31.19207097
6026,6026,164,-84.76346951,31.19207097
6027,6027,164,-84.76344398,31.19207097
6028,6028,163,-84.76341845,31.19207097
6029,6029,163,-84.76339292,31.19207097
6030,6030,163,-84.76336739,31.19207097
6031,6031,163,-84.76334186,31.19207097
6032,6032,162,-84.76331632,31.19207097
6033,6033,162,-84.76329079,31.19207097
6034,6034,162,-84.76326526,31.19207097
6035,6035,162,-84.76323973,31.19207097
6036,6036,162,-84.7632142,31.19207097
6037,6037,162,-84.76318867,31.19207097
6038,6038,162,-84.76316313,31.19207097
6039,6039,162,-84.7631376,31.19207097
6040,6040,163,-84.76311207,31.19207097
6041,6041,163,-84.76308654,31.19207097
6042,6042,162,-84.76306101,31.19207097
6043,6043,162,-84.76303548,31.19207097
6044,6044,162,-84.76300994,31.19207097
6045,6045,162,-84.76298441,31.19207097
6046,6046,162,-84.76295888,31.19207097
6047,6047,162,-84.76293335,31.19207097
6048,6048,162,-84.76290782,31.19207097
6049,6049,162,-84.76288229,31.19207097
6050,6050,162,-84.76285675,31.19207097
6051,6051,161,-84.76283122,31.19207097
6052,6052,161,-84.76280569,31.19207097
6053,6053,161,-84.76278016,31.19207097
6054,6054,161,-84.76275463,31.19207097
6055,6055,161,-84.7627291,31.19207097
6056,6056,161,-84.76270356,31.19207097
6057,6057,160,-84.76267803,31.19207097
6058,6058,160,-84.7626525,31.19207097
6059,6059,160,-84.76262697,31.19207097
6060,6060,160,-84.76260144,31.19207097
6061,6061,160,-84.76257591,31.19207097
6062,6062,160,-84.76255037,31.19207097
6063,6063,160,-84.76252484,31.19207097
6064,6064,160,-84.76249931,31.19207097
6065,6065,160,-84.76247378,31.19207097
6066,6066,160,-84.76244825,31.19207097
6067,6067,160,-84.76242272,31.19207097
6068,6068,160,-84.76239718,31.19207097
6069,6069,159,-84.76237165,31.19207097
6070,6070,159,-84.76234612,31.19207097
6071,6071,159,-84.76232059,31.19207097
6072,6072,159,-84.76229506,31.19207097
6073,6073,159,-84.76226953,31.19207097
6074,6074,159,-84.76224399,31.19207097
6075,6075,160,-84.76221846,31.19207097
6076,6076,160,-84.76219293,31.19207097
6077,6077,160,-84.7621674,31.19207097
6078,6078,160,-84.76214187,31.19207097
6079,6079,160,-84.76211634,31.19207097
6080,6080,160,-84.76209081,31.19207097
6081,6081,160,-84.76206527,31.19207097
6082,6082,160,-84.76203974,31.19207097
6083,6083,160,-84.76201421,31.19207097
6084,6084,160,-84.76198868,31.19207097
6085,6085,160,-84.76196315,31.19207097
6086,6086,160,-84.76193762,31.19207097
6087,6087,160,-84.76191208,31.19207097
6088,6088,160,-84.76188655,31.19207097
6089,6089,160,-84.76186102,31.19207097
6090,6090,160,-84.76183549,31.19207097
6091,6091,160,-84.76180996,31.19207097
6092,6092,160,-84.76178443,31.19207097
6093,6093,160,-84.76175889,31.19207097
6094,6094,160,-84.76173336,31.19207097
6095,6095,160,-84.76170783,31.19207097
6096,6096,160,-84.7616823,31.19207097
6097,6097,160,-84.76165677,31.19207097
6098,6098,160,-84.76163124,31.19207097
6099,6099,160,-84.7616057,31.19207097
6100,6100,160,-84.76158017,31.19207097
6101,6101,159,-84.76155464,31.19207097
6102,6102,159,-84.76152911,31.19207097
6103,6103,159,-84.76150358,31.19207097
6104,6104,159,-84.76147805,31.19207097
6105,6105,159,-84.76145251,31.19207097
6106,6106,159,-84.76142698,31.19207097
6107,6107,159,-84.76140145,31.19207097
6108,6108,159,-84.76137592,31.19207097
6109,6109,159,-84.76135039,31.19207097
6110,6110,159,-84.76132486,31.19207097
6111,6111,159,-84.76129932,31.19207097
6112,6112,159,-84.76127379,31.19207097
6113,6113,159,-84.76124826,31.19207097
6114,6114,159,-84.76122273,31.19207097
6115,6115,159,-84.7611972,31.19207097
6116,6116,159,-84.76117167,31.19207097
6117,6117,159,-84.76114613,31.19207097
6118,6118,159,-84.7611206,31.19207097
6119,6119,159,-84.76109507,31.19207097
6120,6120,159,-84.76106954,31.19207097
6121,6121,158,-84.76104401,31.19207097
6122,6122,158,-84.76101848,31.19207097
6123,6123,158,-84.76099294,31.19207097
6124,6124,158,-84.76096741,31.19207097
6125,6125,158,-84.76094188,31.19207097
6126,6126,158,-84.76091635,31.19207097
6127,6127,158,-84.76089082,31.19207097
6128,6128,158,-84.76086529,31.19207097
6129,6129,158,-84.76083975,31.19207097
6130,6130,158,-84.76081422,31.19207097
6131,6131,158,-84.76078869,31.19207097
6132,6132,158,-84.76076316,31.19207097
6133,6133,158,-84.76073763,31.19207097
6134,6134,158,-84.7607121,31.19207097
6135,6135,158,-84.76068656,31.19207097
6136,6136,158,-84.76066103,31.19207097
6137,6137,158,-84.7606355,31.19207097
6138,6138,158,-84.76060997,31.19207097
6139,6139,157,-84.76058444,31.19207097
6140,6140,157,-84.76055891,31.19207097
6141,6141,157,-84.76053337,31.19207097
6142,6142,157,-84.76050784,31.19207097
6143,6143,156,-84.76048231,31.19207097
6144,6144,156,-84.76045678,31.19207097
6145,6145,156,-84.76043125,31.19207097
6146,6146,156,-84.76040572,31.19207097
6147,6147,156,-84.76038018,31.19207097
6148,6148,155,-84.76035465,31.19207097
6149,6149,155,-84.76032912,31.19207097
6150,6150,155,-84.76030359,31.19207097
6151,6151,155,-84.76027806,31.19207097
6152,6152,154,-84.76025253,31.19207097
6153,6153,154,-84.760227,31.19207097
6154,6154,154,-84.76020146,31.19207097
6155,6155,154,-84.76017593,31.19207097
6156,6156,154,-84.7601504,31.19207097
6157,6157,153,-84.76012487,31.19207097
6158,6158,153,-84.76009934,31.19207097
6159,6159,153,-84.76007381,31.19207097
6160,6160,153,-84.76004827,31.19207097
6161,6161,153,-84.76002274,31.19207097
6162,6162,153,-84.75999721,31.19207097
6163,6163,152,-84.75997168,31.19207097
6164,6164,152,-84.75994615,31.19207097
6165,6165,152,-84.75992062,31.19207097
6166,6166,152,-84.75989508,31.19207097
6167,6167,152,-84.75986955,31.19207097
6168,6168,152,-84.75984402,31.19207097
6169,6169,152,-84.75981849,31.19207097
6170,6170,152,-84.75979296,31.19207097
6171,6171,151,-84.75976743,31.19207097
6172,6172,151,-84.75974189,31.19207097
6173,6173,151,-84.75971636,31.19207097
6174,6174,151,-84.75969083,31.19207097
6175,6175,151,-84.7596653,31.19207097
6176,6176,151,-84.75963977,31.19207097
6177,6177,151,-84.75961424,31.19207097
6178,6178,151,-84.7595887,31.19207097
6179,6179,151,-84.75956317,31.19207097
6180,6180,151,-84.75953764,31.19207097
6181,6181,151,-84.75951211,31.19207097
6182,6182,175,-84.76512907,31.19204543
6183,6183,175,-84.76510354,31.19204543
6184,6184,175,-84.76507801,31.19204543
6185,6185,175,-84.76505248,31.19204543
6186,6186,174,-84.76502694,31.19204543
6187,6187,174,-84.76500141,31.19204543
6188,6188,174,-84.76497588,31.19204543
6189,6189,174,-84.76495035,31.19204543
6190,6190,174,-84.76492482,31.19204543
6191,6191,174,-84.76489929,31.19204543
6192,6192,174,-84.76487375,31.19204543
6193,6193,174,-84.76484822,31.19204543
6194,6194,174,-84.76482269,31.19204543
6195,6195,174,-84.76479716,31.19204543
6196,6196,174,-84.76477163,31.19204543
6197,6197,174,-84.7647461,31.19204543
6198,6198,174,-84.76472056,31.19204543
6199,6199,174,-84.76469503,31.19204543
6200,6200,174,-84.7646695,31.19204543
6201,6201,174,-84.76464397,31.19204543
6202,6202,174,-84.76461844,31.19204543
6203,6203,174,-84.76459291,31.19204543
6204,6204,174,-84.76456737,31.19204543
6205,6205,174,-84.76454184,31.19204543
6206,6206,174,-84.76451631,31.19204543
6207,6207,174,-84.76449078,31.19204543
6208,6208,174,-84.76446525,31.19204543
6209,6209,174,-84.76443972,31.19204543
6210,6210,174,-84.76441418,31.19204543
6211,6211,174,-84.76438865,31.19204543
6212,6212,174,-84.76436312,31.19204543
6213,6213,174,-84.76433759,31.19204543
6214,6214,174,-84.76431206,31.19204543
6215,6215,174,-84.76428653,31.19204543
6216,6216,173,-84.76426099,31.19204543
6217,6217,173,-84.76423546,31.19204543
6218,6218,173,-84.76420993,31.19204543
6219,6219,173,-84.7641844,31.19204543
6220,6220,172,-84.76415887,31.19204543
6221,6221,172,-84.76413334,31.19204543
6222,6222,172,-84.7641078,31.19204543
6223,6223,171,-84.76408227,31.19204543
6224,6224,171,-84.76405674,31.19204543
6225,6225,170,-84.76403121,31.19204543
6226,6226,170,-84.76400568,31.19204543
6227,6227,170,-84.76398015,31.19204543
6228,6228,169,-84.76395462,31.19204543
6229,6229,169,-84.76392908,31.19204543
6230,6230,169,-84.76390355,31.19204543
6231,6231,168,-84.76387802,31.19204543
6232,6232,168,-84.76385249,31.19204543
6233,6233,168,-84.76382696,31.19204543
6234,6234,167,-84.76380143,31.19204543
6235,6235,167,-84.76377589,31.19204543
6236,6236,167,-84.76375036,31.19204543
6237,6237,167,-84.76372483,31.19204543
6238,6238,166,-84.7636993,31.19204543
6239,6239,166,-84.76367377,31.19204543
6240,6240,166,-84.76364824,31.19204543
6241,6241,165,-84.7636227,31.19204543
6242,6242,165,-84.76359717,31.19204543
6243,6243,165,-84.76357164,31.19204543
6244,6244,165,-84.76354611,31.19204543
6245,6245,164,-84.76352058,31.19204543
6246,6246,164,-84.76349505,31.19204543
6247,6247,164,-84.76346951,31.19204543
6248,6248,164,-84.76344398,31.19204543
6249,6249,163,-84.76341845,31.19204543
6250,6250,163,-84.76339292,31.19204543
6251,6251,163,-84.76336739,31.19204543
6252,6252,163,-84.76334186,31.19204543
6253,6253,163,-84.76331632,31.19204543
6254,6254,163,-84.76329079,31.19204543
6255,6255,163,-84.76326526,31.19204543
6256,6256,163,-84.76323973,31.19204543
6257,6257,163,-84.7632142,31.19204543
6258,6258,163,-84.76318867,31.19204543
6259,6259,163,-84.76316313,31.19204543
6260,6260,163,-84.7631376,31.19204543
6261,6261,163,-84.76311207,31.19204543
6262,6262,163,-84.76308654,31.19204543
6263,6263,163,-84.76306101,31.19204543
6264,6264,163,-84.76303548,31.19204543
6265,6265,163,-84.76300994,31.19204543
6266,6266,163,-84.76298441,31.19204543
6267,6267,162,-84.76295888,31.19204543
6268,6268,162,-84.76293335,31.19204543
6269,6269,162,-84.76290782,31.19204543
6270,6270,162,-84.76288229,31.19204543
6271,6271,162,-84.76285675,31.19204543
6272,6272,162,-84.76283122,31.19204543
6273,6273,161,-84.76280569,31.19204543
6274,6274,161,-84.76278016,31.19204543
6275,6275,161,-84.76275463,31.19204543
6276,6276,161,-84.7627291,31.19204543
6277,6277,161,-84.76270356,31.19204543
6278,6278,161,-84.76267803,31.19204543
6279,6279,161,-84.7626525,31.19204543
6280,6280,160,-84.76262697,31.19204543
6281,6281,160,-84.76260144,31.19204543
6282,6282,160,-84.76257591,31.19204543
6283,6283,160,-84.76255037,31.19204543
6284,6284,160,-84.76252484,31.19204543
6285,6285,160,-84.76249931,31.19204543
6286,6286,160,-84.76247378,31.19204543
6287,6287,160,-84.76244825,31.19204543
6288,6288,160,-84.76242272,31.19204543
6289,6289,160,-84.76239718,31.19204543
6290,6290,160,-84.76237165,31.19204543
6291,6291,160,-84.76234612,31.19204543
6292,6292,160,-84.76232059,31.19204543
6293,6293,160,-84.76229506,31.19204543
6294,6294,160,-84.76226953,31.19204543
6295,6295,160,-84.76224399,31.19204543
6296,6296,160,-84.76221846,31.19204543
6297,6297,160,-84.76219293,31.19204543
6298,6298,160,-84.7621674,31.19204543
6299,6299,160,-84.76214187,31.19204543
6300,6300,160,-84.76211634,31.19204543
6301,6301,160,-84.76209081,31.19204543
6302,6302,160,-84.76206527,31.19204543
6303,6303,160,-84.76203974,31.19204543
6304,6304,160,-84.76201421,31.19204543
6305,6305,160,-84.76198868,31.19204543
6306,6306,160,-84.76196315,31.19204543
6307,6307,160,-84.76193762,31.19204543
6308,6308,160,-84.76191208,31.19204543
6309,6309,160,-84.76188655,31.19204543
6310,6310,160,-84.76186102,31.19204543
6311,6311,160,-84.76183549,31.19204543
6312,6312,160,-84.76180996,31.19204543
6313,6313,160,-84.76178443,31.19204543
6314,6314,160,-84.76175889,31.19204543
6315,6315,160,-84.76173336,31.19204543
6316,6316,160,-84.76170783,31.19204543
6317,6317,160,-84.7616823,31.19204543
6318,6318,160,-84.76165677,31.19204543
6319,6319,160,-84.76163124,31.19204543
6320,6320,160,-84.7616057,31.19204543
6321,6321,160,-84.76158017,31.19204543
6322,6322,159,-84.76155464,31.19204543
6323,6323,159,-84.76152911,31.19204543
6324,6324,159,-84.76150358,31.19204543
6325,6325,159,-84.76147805,31.19204543
6326,6326,159,-84.76145251,31.19204543
6327,6327,159,-84.76142698,31.19204543
6328,6328,159,-84.76140145,31.19204543
6329,6329,159,-84.76137592,31.19204543
6330,6330,159,-84.76135039,31.19204543
6331,6331,159,-84.76132486,31.19204543
6332,6332,159,-84.76129932,31.19204543
6333,6333,159,-84.76127379,31.19204543
6334,6334,159,-84.76124826,31.19204543
6335,6335,159,-84.76122273,31.19204543
6336,6336,159,-84.7611972,31.19204543
6337,6337,159,-84.76117167,31.19204543
6338,6338,159,-84.76114613,31.19204543
6339,6339,159,-84.7611206,31.19204543
6340,6340,159,-84.76109507,31.19204543
6341,6341,158,-84.76106954,31.19204543
6342,6342,158,-84.76104401,31.19204543
6343,6343,158,-84.76101848,31.19204543
6344,6344,158,-84.76099294,31.19204543
6345,6345,158,-84.76096741,31.19204543
6346,6346,158,-84.76094188,31.19204543
6347,6347,158,-84.76091635,31.19204543
6348,6348,158,-84.76089082,31.19204543
6349,6349,158,-84.76086529,31.19204543
6350,6350,158,-84.76083975,31.19204543
6351,6351,158,-84.76081422,31.19204543
6352,6352,158,-84.76078869,31.19204543
6353,6353,158,-84.76076316,31.19204543
6354,6354,158,-84.76073763,31.19204543
6355,6355,158,-84.7607121,31.19204543
6356,6356,158,-84.76068656,31.19204543
6357,6357,158,-84.76066103,31.19204543
6358,6358,158,-84.7606355,31.19204543
6359,6359,158,-84.76060997,31.19204543
6360,6360,157,-84.76058444,31.19204543
6361,6361,157,-84.76055891,31.19204543
6362,6362,157,-84.76053337,31.19204543
6363,6363,157,-84.76050784,31.19204543
6364,6364,156,-84.76048231,31.19204543
6365,6365,156,-84.76045678,31.19204543
6366,6366,156,-84.76043125,31.19204543
6367,6367,156,-84.76040572,31.19204543
6368,6368,155,-84.76038018,31.19204543
6369,6369,155,-84.76035465,31.19204543
6370,6370,155,-84.76032912,31.19204543
6371,6371,155,-84.76030359,31.19204543
6372,6372,155,-84.76027806,31.19204543
6373,6373,154,-84.76025253,31.19204543
6374,6374,154,-84.760227,31.19204543
6375,6375,154,-84.76020146,31.19204543
6376,6376,154,-84.76017593,31.19204543
6377,6377,154,-84.7601504,31.19204543
6378,6378,153,-84.76012487,31.19204543
6379,6379,153,-84.76009934,31.19204543
6380,6380,153,-84.76007381,31.19204543
6381,6381,153,-84.76004827,31.19204543
6382,6382,153,-84.76002274,31.19204543
6383,6383,153,-84.75999721,31.19204543
6384,6384,152,-84.75997168,31.19204543
6385,6385,152,-84.75994615,31.19204543
6386,6386,152,-84.75992062,31.19204543
6387,6387,152,-84.75989508,31.19204543
6388,6388,152,-84.75986955,31.19204543
6389,6389,152,-84.75984402,31.19204543
6390,6390,152,-84.75981849,31.19204543
6391,6391,152,-84.75979296,31.19204543
6392,6392,151,-84.75976743,31.19204543
6393,6393,151,-84.75974189,31.19204543
6394,6394,151,-84.75971636,31.19204543
6395,6395,151,-84.75969083,31.19204543
6396,6396,151,-84.7596653,31.19204543
6397,6397,151,-84.75963977,31.19204543
6398,6398,151,-84.75961424,31.19204543
6399,6399,151,-84.7595887,31.19204543
6400,6400,151,-84.75956317,31.19204543
6401,6401,151,-84.75953764,31.19204543
6402,6402,151,-84.75951211,31.19204543
6403,6403,174,-84.76512907,31.1920199
6404,6404,174,-84.76510354,31.1920199
6405,6405,174,-84.76507801,31.1920199
6406,6406,174,-84.76505248,31.1920199
6407,6407,174,-84.76502694,31.1920199
6408,6408,174,-84.76500141,31.1920199
6409,6409,174,-84.76497588,31.1920199
6410,6410,174,-84.76495035,31.1920199
6411,6411,174,-84.76492482,31.1920199
6412,6412,174,-84.76489929,31.1920199
6413,6413,174,-84.76487375,31.1920199
6414,6414,174,-84.76484822,31.1920199
6415,6415,174,-84.76482269,31.1920199
6416,6416,174,-84.76479716,31.1920199
6417,6417,174,-84.76477163,31.1920199
6418,6418,174,-84.7647461,31.1920199
6419,6419,174,-84.76472056,31.1920199
6420,6420,174,-84.76469503,31.1920199
6421,6421,174,-84.7646695,31.1920199
6422,6422,174,-84.76464397,31.1920199
6423,6423,174,-84.76461844,31.1920199
6424,6424,174,-84.76459291,31.1920199
6425,6425,174,-84.76456737,31.1920199
6426,6426,174,-84.76454184,31.1920199
6427,6427,174,-84.76451631,31.1920199
6428,6428,174,-84.76449078,31.1920199
6429,6429,174,-84.76446525,31.1920199
6430,6430,174,-84.76443972,31.1920199
6431,6431,174,-84.76441418,31.1920199
6432,6432,174,-84.76438865,31.1920199
6433,6433,174,-84.76436312,31.1920199
6434,6434,174,-84.76433759,31.1920199
6435,6435,174,-84.76431206,31.1920199
6436,6436,174,-84.76428653,31.1920199
6437,6437,173,-84.76426099,31.1920199
6438,6438,173,-84.76423546,31.1920199
6439,6439,173,-84.76420993,31.1920199
6440,6440,173,-84.7641844,31.1920199
6441,6441,173,-84.76415887,31.1920199
6442,6442,172,-84.76413334,31.1920199
6443,6443,172,-84.7641078,31.1920199
6444,6444,171,-84.76408227,31.1920199
6445,6445,171,-84.76405674,31.1920199
6446,6446,170,-84.76403121,31.1920199
6447,6447,170,-84.76400568,31.1920199
6448,6448,170,-84.76398015,31.1920199
6449,6449,169,-84.76395462,31.1920199
6450,6450,169,-84.76392908,31.1920199
6451,6451,169,-84.76390355,31.1920199
6452,6452,168,-84.76387802,31.1920199
6453,6453,168,-84.76385249,31.1920199
6454,6454,168,-84.76382696,31.1920199
6455,6455,168,-84.76380143,31.1920199
6456,6456,167,-84.76377589,31.1920199
6457,6457,167,-84.76375036,31.1920199
6458,6458,167,-84.76372483,31.1920199
6459,6459,166,-84.7636993,31.1920199
6460,6460,166,-84.76367377,31.1920199
6461,6461,166,-84.76364824,31.1920199
6462,6462,165,-84.7636227,31.1920199
6463,6463,165,-84.76359717,31.1920199
6464,6464,165,-84.76357164,31.1920199
6465,6465,165,-84.76354611,31.1920199
6466,6466,165,-84.76352058,31.1920199
6467,6467,164,-84.76349505,31.1920199
6468,6468,164,-84.76346951,31.1920199
6469,6469,164,-84.76344398,31.1920199
6470,6470,164,-84.76341845,31.1920199
6471,6471,163,-84.76339292,31.1920199
6472,6472,163,-84.76336739,31.1920199
6473,6473,163,-84.76334186,31.1920199
6474,6474,163,-84.76331632,31.1920199
6475,6475,163,-84.76329079,31.1920199
6476,6476,163,-84.76326526,31.1920199
6477,6477,163,-84.76323973,31.1920199
6478,6478,163,-84.7632142,31.1920199
6479,6479,163,-84.76318867,31.1920199
6480,6480,163,-84.76316313,31.1920199
6481,6481,163,-84.7631376,31.1920199
6482,6482,163,-84.76311207,31.1920199
6483,6483,163,-84.76308654,31.1920199
6484,6484,163,-84.76306101,31.1920199
6485,6485,163,-84.76303548,31.1920199
6486,6486,163,-84.76300994,31.1920199
6487,6487,163,-84.76298441,31.1920199
6488,6488,163,-84.76295888,31.1920199
6489,6489,162,-84.76293335,31.1920199
6490,6490,162,-84.76290782,31.1920199
6491,6491,162,-84.76288229,31.1920199
6492,6492,162,-84.76285675,31.1920199
6493,6493,162,-84.76283122,31.1920199
6494,6494,162,-84.76280569,31.1920199
6495,6495,161,-84.76278016,31.1920199
6496,6496,161,-84.76275463,31.1920199
6497,6497,161,-84.7627291,31.1920199
6498,6498,161,-84.76270356,31.1920199
6499,6499,161,-84.76267803,31.1920199
6500,6500,161,-84.7626525,31.1920199
6501,6501,161,-84.76262697,31.1920199
6502,6502,161,-84.76260144,31.1920199
6503,6503,160,-84.76257591,31.1920199
6504,6504,160,-84.76255037,31.1920199
6505,6505,160,-84.76252484,31.1920199
6506,6506,160,-84.76249931,31.1920199
6507,6507,160,-84.76247378,31.1920199
6508,6508,160,-84.76244825,31.1920199
6509,6509,160,-84.76242272,31.1920199
6510,6510,160,-84.76239718,31.1920199
6511,6511,160,-84.76237165,31.1920199
6512,6512,160,-84.76234612,31.1920199
6513,6513,160,-84.76232059,31.1920199
6514,6514,160,-84.76229506,31.1920199
6515,6515,160,-84.76226953,31.1920199
6516,6516,160,-84.76224399,31.1920199
6517,6517,160,-84.76221846,31.1920199
6518,6518,160,-84.76219293,31.1920199
6519,6519,160,-84.7621674,31.1920199
6520,6520,160,-84.76214187,31.1920199
6521,6521,160,-84.76211634,31.1920199
6522,6522,160,-84.76209081,31.1920199
6523,6523,160,-84.76206527,31.1920199
6524,6524,160,-84.76203974,31.1920199
6525,6525,160,-84.76201421,31.1920199
6526,6526,160,-84.76198868,31.1920199
6527,6527,160,-84.76196315,31.1920199
6528,6528,160,-84.76193762,31.1920199
6529,6529,160,-84.76191208,31.1920199
6530,6530,160,-84.76188655,31.1920199
6531,6531,160,-84.76186102,31.1920199
6532,6532,160,-84.76183549,31.1920199
6533,6533,160,-84.76180996,31.1920199
6534,6534,160,-84.76178443,31.1920199
6535,6535,160,-84.76175889,31.1920199
6536,6536,160,-84.76173336,31.1920199
6537,6537,160,-84.76170783,31.1920199
6538,6538,160,-84.7616823,31.1920199
6539,6539,160,-84.76165677,31.1920199
6540,6540,160,-84.76163124,31.1920199
6541,6541,160,-84.7616057,31.1920199
6542,6542,160,-84.76158017,31.1920199
6543,6543,159,-84.76155464,31.1920199
6544,6544,159,-84.76152911,31.1920199
6545,6545,159,-84.76150358,31.1920199
6546,6546,159,-84.76147805,31.1920199
6547,6547,159,-84.76145251,31.1920199
6548,6548,159,-84.76142698,31.1920199
6549,6549,159,-84.76140145,31.1920199
6550,6550,159,-84.76137592,31.1920199
6551,6551,159,-84.76135039,31.1920199
6552,6552,159,-84.76132486,31.1920199
6553,6553,159,-84.76129932,31.1920199
6554,6554,159,-84.76127379,31.1920199
6555,6555,159,-84.76124826,31.1920199
6556,6556,159,-84.76122273,31.1920199
6557,6557,159,-84.7611972,31.1920199
6558,6558,159,-84.76117167,31.1920199
6559,6559,159,-84.76114613,31.1920199
6560,6560,159,-84.7611206,31.1920199
6561,6561,158,-84.76109507,31.1920199
6562,6562,158,-84.76106954,31.1920199
6563,6563,158,-84.76104401,31.1920199
6564,6564,158,-84.76101848,31.1920199
6565,6565,158,-84.76099294,31.1920199
6566,6566,158,-84.76096741,31.1920199
6567,6567,158,-84.76094188,31.1920199
6568,6568,158,-84.76091635,31.1920199
6569,6569,158,-84.76089082,31.1920199
6570,6570,158,-84.76086529,31.1920199
6571,6571,158,-84.76083975,31.1920199
6572,6572,158,-84.76081422,31.1920199
6573,6573,158,-84.76078869,31.1920199
6574,6574,158,-84.76076316,31.1920199
6575,6575,158,-84.76073763,31.1920199
6576,6576,158,-84.7607121,31.1920199
6577,6577,158,-84.76068656,31.1920199
6578,6578,158,-84.76066103,31.1920199
6579,6579,158,-84.7606355,31.1920199
6580,6580,157,-84.76060997,31.1920199
6581,6581,157,-84.76058444,31.1920199
6582,6582,157,-84.76055891,31.1920199
6583,6583,157,-84.76053337,31.1920199
6584,6584,157,-84.76050784,31.1920199
6585,6585,156,-84.76048231,31.1920199
6586,6586,156,-84.76045678,31.1920199
6587,6587,156,-84.76043125,31.1920199
6588,6588,156,-84.76040572,31.1920199
6589,6589,155,-84.76038018,31.1920199
6590,6590,155,-84.76035465,31.1920199
6591,6591,155,-84.76032912,31.1920199
6592,6592,155,-84.76030359,31.1920199
6593,6593,154,-84.76027806,31.1920199
6594,6594,154,-84.76025253,31.1920199
6595,6595,154,-84.760227,31.1920199
6596,6596,154,-84.76020146,31.1920199
6597,6597,154,-84.76017593,31.1920199
6598,6598,153,-84.7601504,31.1920199
6599,6599,153,-84.76012487,31.1920199
6600,6600,153,-84.76009934,31.1920199
6601,6601,153,-84.76007381,31.1920199
6602,6602,153,-84.76004827,31.1920199
6603,6603,153,-84.76002274,31.1920199
6604,6604,153,-84.75999721,31.1920199
6605,6605,152,-84.75997168,31.1920199
6606,6606,152,-84.75994615,31.1920199
6607,6607,152,-84.75992062,31.1920199
6608,6608,152,-84.75989508,31.1920199
6609,6609,152,-84.75986955,31.1920199
6610,6610,152,-84.75984402,31.1920199
6611,6611,152,-84.75981849,31.1920199
6612,6612,152,-84.75979296,31.1920199
6613,6613,151,-84.75976743,31.1920199
6614,6614,151,-84.75974189,31.1920199
6615,6615,151,-84.75971636,31.1920199
6616,6616,151,-84.75969083,31.1920199
